iter	F1	Logloss	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
226	0.8529585786	0.4293428503	0.7488983788	0.2299065421	0.9906040268	0.9906040268
227	0.8529092409	0.4293087796	0.7488223147	0.2298349424	0.9906040268	0.9906040268
228	0.8533287934	0.4289628345	0.7494693526	0.2304449649	0.9906040268	0.9906040268
229	0.8533781797	0.4285972389	0.7495455482	0.2305169452	0.9906040268	0.9906040268
230	0.8543918592	0.4276597933	0.75111098	0.2320025149	0.9906040268	0.9906040268
231	0.8547633195	0.4271354391	0.751685334	0.2325508114	0.9906040268	0.9906040268
232	0.8549615637	0.4269502175	0.7519920154	0.2328442972	0.9906040268	0.9906040268
233	0.8553087126	0.4265342989	0.7525293105	0.2333596838	0.9906040268	0.9906040268
234	0.8560622362	0.4261035673	0.7533086565	0.2341100016	0.9912751678	0.9912751678
235	0.8568160663	0.4256147565	0.7540885606	0.2348641348	0.9919463087	0.9919463087
236	0.8571314024	0.4249469388	0.7549660394	0.2357165656	0.9912751678	0.9912751678
237	0.8570816145	0.4248945018	0.7548887902	0.2356413529	0.9912751678	0.9912751678
238	0.8570736021	0.424464589	0.7552660274	0.2360089543	0.9906040268	0.9906040268
239	0.8580036275	0.4240102681	0.7563204656	0.2370406034	0.9912751678	0.9912751678
240	0.8586596823	0.4233610372	0.7569493176	0.2376587876	0.9919463087	0.9919463087
241	0.8590593457	0.4226634069	0.7575707159	0.238271804	0.9919463087	0.9919463087
242	0.8593093243	0.4222409563	0.7579596082	0.2386565477	0.9919463087	0.9919463087
243	0.8598597895	0.4214250178	0.7588165782	0.2395073732	0.9919463087	0.9919463087
244	0.8598285646	0.4210931687	0.7591611088	0.2398506008	0.9912751678	0.9912751678
245	0.8601853961	0.4206254704	0.7593238811	0.2400129912	0.9919463087	0.9919463087
246	0.8612693942	0.4198363872	0.7606203443	0.2413117964	0.9926174497	0.9926174497
247	0.8609628386	0.4195594339	0.760536345	0.2412273543	0.9919463087	0.9919463087
248	0.8613646493	0.4190991885	0.761163649	0.2418589429	0.9919463087	0.9919463087
249	0.8625766977	0.4182938271	0.7626619398	0.2433766661	0.9926174497	0.9926174497
250	0.8630805641	0.4177193172	0.7634500902	0.2441802873	0.9926174497	0.9926174497
251	0.8630260906	0.4173219192	0.7637622539	0.2444995864	0.9919463087	0.9919463087
252	0.8636102578	0.4169550018	0.7642794031	0.2450298211	0.9926174497	0.9926174497
253	0.8638879759	0.4166355698	0.7647145246	0.2454771784	0.9926174497	0.9926174497
254	0.8646209989	0.4157649277	0.7658640415	0.246664443	0.9926174497	0.9926174497
255	0.865025958	0.4150518413	0.7664997383	0.2473244147	0.9926174497	0.9926174497
256	0.8655326908	0.4145961043	0.7672958449	0.2481543624	0.9926174497	0.9926174497
257	0.8656341086	0.4139739402	0.7674552647	0.2483210208	0.9926174497	0.9926174497
258	0.8659892581	0.4135435657	0.768013756	0.2489060922	0.9926174497	0.9926174497
259	0.8663174433	0.4128280922	0.7689329631	0.2498732037	0.9919463087	0.9919463087
260	0.8665954229	0.4124035437	0.769775296	0.2507640068	0.9912751678	0.9912751678
261	0.8669773139	0.4117939513	0.7703781515	0.2514042553	0.9912751678	0.9912751678
262	0.8674094063	0.411046386	0.7714673139	0.2525667351	0.9906040268	0.9906040268
263	0.8676646142	0.4107576188	0.771871155	0.2529996572	0.9906040268	0.9906040268
264	0.8678178111	0.4080996308	0.7721136627	0.2532601235	0.9906040268	0.9906040268
265	0.8687383564	0.4074285712	0.7731634928	0.2543920083	0.9912751678	0.9912751678
266	0.8693781823	0.4066312939	0.7741776517	0.2554921294	0.9912751678	0.9912751678
267	0.8694294091	0.4062072897	0.7742588993	0.2555805503	0.9912751678	0.9912751678
268	0.8700702536	0.4052540223	0.7752759358	0.2566909976	0.9912751678	0.9912751678
269	0.8706863538	0.4044974864	0.7762548078	0.2577661431	0.9912751678	0.9912751678
